1,2,3
-5.6718,-8.7411,43.999
6.1335,2.6864,16.321
7.4422,11.33,29.469
0.29877,14.113,49.212
6.3486,0.59094,34.349
11.315,-4.5242,21.775
1.8594,13.88,36.137
12.233,4.049,48.103
3.3317,6.5919,31.805
5.2398,-10.203,29.009
-8.6624,2.8205,15.012
3.7409,-10.697,14.18
-1.3738,7.9075,11.502
12.38,-1.372,4.2824
-9.1563,11.633,37.011
12.175,4.2745,14.837
-7.5958,-6.7325,9.2258
-3.5329,7.5039,9.4504
4.6471,5.4286,3.918
-1.3254,7.9097,34.799
-5.5346,13.432,39.723
-9.3648,0.45716,8.8919
-8.4218,3.3129,26.839
-7.1733,5.1078,39.235
7.2029,11.51,2.2405
5.6228,-1.946,0.58858
3.8062,6.2362,7.5025
-8.6243,2.9038,1.2843
10.829,7.4986,28.293
-6.9398,-7.546,28.996
-6.3789,-8.1252,28.768
-1.2119,-10.816,13.122
-8.1791,-5.8296,8.8893
-8.1787,12.246,9.4893
3.4945,-4.1352,34.024
9.1722,9.7442,46.958
8.4536,10.472,41.811
-10.204,10.847,15.538
7.861,-8.7062,30.219
-4.7434,6.993,46.232
-0.81025,7.9146,17.459
0.77647,14.061,39.869
10.627,-5.7279,22.285
-8.6815,-4.8245,1.3478
4.4858,-10.48,27.715
1.7339,-4.7558,40.938
0.65177,7.7426,49.044
9.1898,-7.5288,24.802
1.8868,13.874,44.112
10.318,8.3033,36.315
12.105,-2.5089,17.289
11.282,-4.5898,48.668
12.047,4.7231,3.2287
11.842,5.3398,12.61
-0.040059,14.14,49.104
5.5936,-1.9987,38.396
-1.4678,-10.76,24.464
-8.4722,3.2159,45.552
-9.3498,0.5502,1.4023
-0.36797,-10.956,22.465
-2.0571,-10.606,4.4619
-9.2689,0.97474,21.888
12.574,1.8956,23.423
12.438,-1.0519,30.674
6.2502,12.148,43.985
-5.4242,6.5987,12.256
-0.52195,14.164,40.71
2.8652,13.632,28.021
12.04,-2.7224,7.6541
10.481,8.0609,40.977
-9.3648,0.45716,17.165
-1.6162,-10.725,5.959
7.0717,-9.2557,24.324
-8.8352,11.846,42.605
12.605,0.85378,30.63
-2.9098,7.6835,46.538
6.3559,0.73297,4.85
11.713,5.6815,40.412
9.6794,9.1563,17.786
3.4172,6.5322,23.692
6.5111,-9.5906,6.9863
10.141,-6.4197,16.297
-4.3453,-9.6377,4.7941
6.2353,2.2536,21.135
3.8793,-3.8932,9.5997
-7.2145,12.753,10.717
1.1953,14.001,7.5971
-7.7236,4.4302,0.28446
11.875,-3.2145,3.1033
2.9206,-10.873,36.217
7.365,-9.0627,41.423
6.202,-0.41731,49.406
6.0148,12.289,16.451
-8.3962,3.3611,17.699
3.0527,13.577,2.6967
12.525,-0.43065,44.919
6.2048,-0.40504,31.718
8.2126,-8.4285,8.6675
12.605,0.85378,9.9187
12.185,-2.222,9.0879
12.536,-0.33065,36.068
2.5193,-10.936,25.154
8.0657,-8.5472,29.581
9.3867,-7.3208,37.402
1.5505,-4.7809,3.0766
11.511,6.1642,22.125
-7.1614,5.121,25.436
-8.1723,3.7557,42.156
-9.4336,-0.086999,4.7876
-8.5245,-5.1705,30.681
0.91638,14.042,16.374
-6.2081,6.0292,36.129
11.605,5.9478,19.648
-5.7001,13.376,28.195
-8.2968,-5.6181,31.821
12.417,-1.1752,15.767
10.407,8.1715,14.956
-9.664,11.27,49.833
12.21,-2.1258,48.894
6.2628,-0.12017,36.236
0.52393,14.09,43.338
-8.2821,3.568,19.077
-9.3339,0.64298,26.151
-8.4048,3.3451,44.468
5.0428,12.805,30.684
4.3345,-3.5425,6.5529
1.7954,7.4013,9.1451
-6.7584,-7.7435,39.298
-10.364,10.713,48.779
-2.2642,7.8146,29.565
4.5131,-3.3826,39.503
-6.1035,-8.3786,45.135
1.157,-11.04,28.171
11.985,4.9213,2.9257
-3.5329,7.5039,19.51
-5.1742,13.548,16.831
6.2936,0.068066,27.271
-8.108,-5.9518,48.804
-8.6101,11.989,37.76
7.571,11.23,2.0203
11.849,-3.2841,44.963
4.4208,5.6729,47.995
10.808,-5.4407,26.945
-9.4772,-0.94344,49.512
5.8574,-1.4656,41.107
-6.5262,5.7561,12.025
-9.0826,11.683,24.422
0.44602,-11.027,37.368
6.202,-0.41731,16.499
5.1645,-2.6572,5.2734
5.1018,4.8569,37.252
-5.3041,-9.0201,18.725
5.0852,4.8801,36.421
10.802,7.5441,43.256
-7.2322,5.0416,27.811
2.608,-4.538,4.9041
7.5496,11.247,46.786
3.6205,6.3827,28.715
6.3598,0.86262,13.182
-5.1761,6.7523,6.411
-9.3212,-2.7129,14.979
4.993,12.829,21.173
6.8733,-9.3791,38.732
8.2308,-8.4135,0.58641
12.099,4.549,0.7809
6.2316,-0.28177,15.167
-2.8602,14.05,46.431
-1.827,-10.671,46.16
-2.0375,7.8478,35.09
10.833,-5.3992,19.466
4.3699,5.7247,22.832
11.304,-4.5461,28.27
-0.73015,7.9124,8.5355
8.9201,-7.7979,30.593
11.074,7.0613,20.805
6.1786,-0.51515,8.3416
-4.1034,-9.7714,39.878
5.2162,12.72,20.079
-4.0525,13.841,37.54
2.5475,-4.5585,33.657
-9.1735,1.375,27.48
3.6205,6.3827,39.211
-8.9746,2.0331,2.5353
6.3509,0.62961,17.869
-9.3404,0.6059,0.60391
7.6151,-8.8879,15.446
-9.1396,1.501,10.548
2.2155,13.801,9.6134
12.592,0.3984,49.997
-9.4742,-0.75214,18.553
-2.8032,14.057,42.697
3.2541,-10.809,34.785
2.7458,6.9556,20.879
2.406,13.755,2.0936
-0.061261,-10.99,28.913
11.762,-3.5147,3.495
5.4406,-2.2567,42.792
1.9608,-10.999,2.8098
6.5054,11.989,17.723
3.8186,13.321,20.978
-6.0409,-8.4337,5.3111
6.6885,11.869,49.643
12.347,3.5455,40.192
12.446,-1.0024,18.553
10.181,8.4992,2.1464
-7.4279,4.8113,8.3652
-9.1392,-3.5156,5.155
-4.7277,13.676,29.196
3.7833,6.2548,3.0158
6.2715,2.0562,26.802
-7.973,12.362,38.591
-7.4841,4.7421,28.527
3.2392,13.519,28.493
-3.0881,14.018,38.114
6.0653,2.921,42.295
11.304,-4.5461,46.622
-6.3034,-8.1965,29.011
7.5386,-8.9424,22.16
10.465,-5.9694,4.2284
2.4768,-4.5814,46.192
6.3595,0.84964,4.6961
5.7443,3.7537,12.542
-8.484,12.066,12.103
3.026,13.585,16.696
-6.5997,13.03,46.768
5.1072,-2.7319,22.614
12.448,2.9887,31.889
3.2762,-10.804,7.3135
-5.9303,-8.5289,28.263
6.0385,12.275,7.9963
9.0222,-7.6981,3.6733
1.2554,7.5868,5.4507
6.2404,2.2273,26.387
11.883,-3.1913,35.665
-5.5251,6.5329,23.593
-8.0561,-6.0386,4.9055
-9.4636,-0.48517,46.433
-0.9109,-10.874,11.062
3.5039,13.433,36.046
-1.89,14.144,23.039
-0.98688,7.9167,13.011
-2.2804,7.812,24.636
5.866,3.475,25.459
0.8348,7.7009,49.478
-5.1761,6.7523,31.173
0.57505,7.7587,3.9184
4.551,-10.459,9.4888
11.511,6.1642,38
-5.7001,13.376,34.109
-4.4922,-9.5525,37.856
4.5547,-3.3432,21.311
-2.5465,14.088,35.075
11.875,-3.2145,11.045
5.8728,-9.9223,21.26
2.6978,-10.909,4.0473
12.577,1.8447,34.553
9.2443,9.6647,30.914
12.342,3.5707,13.724
-9.9711,11.034,26.521
-5.4058,-8.9455,47.643
12.585,0.27225,26.587
-5.5538,6.5137,6.2381
-2.1818,-10.569,22.551
8.7443,10.191,22.404
12.001,4.8718,0.61558
10.27,-6.2455,27.783
1.157,-11.04,21.582
4.2912,-3.5793,45.576
-9.439,-1.8469,28.148
5.7559,3.7286,30.025
11.652,-3.7885,24.504
4.3358,13.12,37.503
-3.2942,7.579,42.525
12.582,0.22184,3.2814
-3.9525,-9.8506,37.626
-4.6716,13.691,46.55
8.6074,-8.0892,25.143
8.1943,-8.4434,31.851
-3.8574,-9.899,49.097
2.9725,13.601,39.761
5.6843,-10.011,43.734
1.5586,-11.026,8.5007
-5.7949,6.3463,22.374
12.069,-2.6277,21.927
2.1882,13.808,9.0944
11.425,6.3554,24.656
2.2427,13.795,30.833
6.847,11.762,36.349
-2.3182,14.111,10.827
2.7987,-4.4678,47.828
5.2541,4.6345,23.699
5.3147,12.67,16.572
-5.1319,6.7785,39.066
12.575,0.1211,2.9627
9.8886,-6.7415,49.156
11.17,-4.8066,34.439
5.4278,-2.2768,21.048
9.8294,8.9684,4.6325
1.3577,-11.035,23.474
4.7027,-10.407,14.09
3.7833,6.2548,44.458
6.298,1.885,44.42
2.1173,-10.984,8.2426
-9.4773,-1.0009,15.133
12.159,-2.3179,16.843
1.1362,7.6218,46.685
10.573,-5.8089,24.624
5.1971,-10.221,22.296
10.795,-5.4614,5.4104
-7.92,4.1512,31.229
-4.5831,-9.4981,3.5832
5.8278,-1.5328,14.991
10.77,-5.5028,9.3362
12.576,1.8701,24.525
5.9365,3.2958,41.882
3.3308,-4.2249,21.239
5.6423,-10.03,20.432
1.3147,7.5687,48.526
6.2076,2.385,17.196
12.403,-1.2491,8.5923
11.936,5.0694,16.918
-9.3998,11.463,16.742
11.948,-3.0047,26.395
-8.4805,3.1996,10.711
12.527,-0.40566,18.092
-7.4783,12.623,13.561
6.7113,11.854,27.015
10.802,7.5441,38.839
5.7522,12.438,49.004
11.977,4.946,16.974
-3.8574,-9.899,32.543
-6.084,13.237,46.305
-7.5617,4.6442,0.71453
1.5363,-11.027,24.205
-9.3706,0.41988,3.3217
5.0562,-2.7964,7.1863
2.2513,-10.969,45.223
6.5284,11.974,33.381
4.8754,-10.345,13.407
12.601,1.336,43.462
-4.3345,13.776,47.86
8.6484,10.285,13.394
5.7263,-9.9914,25.647
5.0676,12.793,34.547
10.126,-6.4389,42.519
-4.958,-9.2602,42.272
11.642,-3.8112,18.803
-5.9198,13.298,43.504
-0.6294,-10.92,1.6927
0.86045,14.05,36.254
-3.5963,7.4827,48.648
7.748,-8.7909,41.384
-5.9067,6.2644,33.79
-7.8504,-6.3642,39.091
0.69238,14.071,39.216
11.969,4.9707,15.166
5.4469,-2.2465,17.75
6.3044,0.14386,33.278
-0.86772,-10.881,2.4919
1.8869,-4.7295,45.079
11.304,-4.5461,35.704
1.2257,7.5957,3.0766
-9.1936,-3.3062,37.198
-8.9473,-4.1384,3.9929
5.1072,-2.7319,25.206
9.5259,9.3416,3.6252
10.227,8.4341,1.0856
-1.6162,-10.725,8.7371
6.7113,11.854,26.086
0.15653,7.8324,6.8643
4.0303,6.0458,49.446
-9.4617,-1.5388,15.514
-4.0808,13.835,1.8867
6.7132,-9.4748,11.38
10.382,-6.0884,7.4164
-3.8014,7.4098,17.547
-9.3032,-2.8089,23.811
-2.3936,7.7927,24.007
12.602,1.3106,43.404
5.0489,-2.8055,45.998
10.986,7.2233,4.2026
6.1012,-9.8094,25.106
0.35512,14.108,18.673
-3.9145,-9.8701,4.1596
5.2611,-10.194,3.89
10.869,7.4301,27.079
-4.8639,6.9293,48.001
3.3983,13.468,28.471
2.2972,13.782,12.153
-5.1023,6.7958,0.051887
-9.1494,-3.4776,11.58
5.9743,3.1929,25.568
-8.0456,-6.0559,27.051
0.21418,14.12,2.5875
-9.4706,-0.63759,6.207
0.10127,14.13,36.442
-3.1984,7.6069,5.8344
0.21418,14.12,43.179
6.1988,2.4244,38.77
6.7533,-9.4511,19.086
6.9815,11.669,33.986
6.3478,1.3983,41.936
3.8885,-3.8868,3.2811
11.381,6.4505,2.3437
-9.0216,1.8925,4.2261
-7.1816,-7.2658,18.49
7.6348,11.18,40.345
0.74348,7.7223,18.38
6.3241,1.6743,29.175
5.9365,3.2958,32.294
3.3206,-10.795,1.5901
10.242,-6.2844,19.481
-4.8521,-9.3297,39.823
-8.2872,-5.6358,36.962
-9.0743,-3.743,23.187
11.22,6.7811,14.841
-4.2342,-9.7002,3.2462
0.66708,7.7393,37.575
-9.4407,-1.8276,25.421
2.6309,-10.92,7.8999
-5.6174,13.405,31.698
8.9543,-7.7647,26.338
12.605,1.1328,23.618
12.047,4.7231,40.467
4.2845,13.141,47.415
3.9082,6.1515,41.958
10.097,-6.4772,20.992
-8.0504,12.319,4.4886
10.999,7.2002,29.338
4.0269,-10.62,48.071
-7.3493,-7.0586,41.058
-9.409,0.13906,25.133
9.4995,-7.1971,9.7972
5.557,4.1272,43.422
10.055,8.6714,18.806
4.3333,-10.529,44.354
-8.2554,12.202,39.559
-10.111,10.923,40.255
-9.2881,0.88296,10.924
2.5416,-10.932,18.07
12.468,2.8618,36.448
9.2263,9.6846,30.753
-8.6496,-4.8977,39.108
-0.72091,14.17,40.333
-8.408,12.112,49.834
3.5863,-10.735,15.771
-4.8675,13.637,1.2582
2.3245,13.775,29.639
6.1133,-0.7569,13.538
10.666,-5.6668,38.333
8.9331,9.9987,37.537
-5.473,-8.8952,35.778
10.789,7.5668,5.9509
-7.3467,12.689,37.009
6.3135,1.7665,12.57
12.541,2.2773,20.704
11.381,6.4505,17.319
-6.5132,5.7678,29.298
-4.0243,13.847,31.846
10.181,8.4992,49.25
-1.5759,14.161,19.575
5.486,12.582,41.973
-9.3467,0.56877,36.188
5.9097,-1.3413,1.5299
2.7286,-4.4946,0.18037
1.7493,13.902,13.64
6.1191,2.7386,5.6784
-6.0409,-8.4337,23.364
3.9526,-3.8418,42.09
7.8422,-8.7204,46.893
10.986,7.2233,31.388
12.457,-0.92818,18.773
2.1906,7.2357,6.2191
3.1208,-10.836,26.05
3.6747,-4.0276,20.601
-1.869,-10.659,38.701
9.9111,8.863,17.275
-7.7598,-6.4992,47.575
0.20293,-11.012,6.993
12.601,1.3615,36.523
-0.21483,-10.974,14.779
5.7443,3.7537,48.794
-8.1285,-5.9169,48.581
3.0964,-4.3408,11.561
-9.3888,-2.2899,18.926
-9.1829,1.3389,40.168
-8.4555,3.2483,11.943
9.5948,-7.0898,23.002
-10.064,10.96,24.039
1.0011,-11.041,12.928
5.0044,-2.8599,32.48
-8.7104,11.926,21.891
-8.484,12.066,30.319
5.7819,-1.6325,41.077
3.3189,13.494,2.5763
-2.6948,-10.398,4.8017
2.0297,-4.7005,24.294
-9.402,0.19538,39.59
-9.4758,-0.8286,1.454
-3.7384,7.4328,30.68
0.45177,7.7829,7.8652
8.6484,10.285,22.406
3.2541,-10.809,19.858
-7.0019,12.852,46.853
4.6615,-3.2385,15.368
6.3069,1.8191,39.025
-7.3021,4.9612,30.455
-9.4109,-2.1165,39.063
-2.9172,14.042,30.741
8.6484,10.285,13.839
-9.2475,-3.0771,23.946
9.8431,-6.7973,22.476
6.1219,-9.7988,25.379
12.018,-2.7932,33.984
10.082,-6.4963,10.381
-6.9562,5.3408,29.847
6.6201,11.914,34.693
9.5632,-7.1257,14.499
-5.9898,6.2017,8.4997
3.3071,6.6087,29.704
5.1183,4.8337,39.54
-0.21483,-10.974,31.456
2.8092,-10.892,23.278
-7.188,12.765,21.44
-3.8643,7.3862,34.746
12.098,-2.5327,5.2387
-7.0755,-7.3913,13.272
10.613,-5.7482,34.163
5.7266,3.7914,16.157
-7.4783,12.623,5.2545
6.3589,0.82368,33.983
6.3592,0.83665,29.832
3.4945,-4.1352,7.2547
-4.7809,-9.3753,38.684
2.2066,-10.974,33.165
3.4562,-4.1569,36.658
-8.1183,-5.9344,19.404
-1.1046,-10.838,9.064
5.1857,-2.6289,10.693
7.1368,11.558,44.782
-6.0567,13.247,12.795
-6.4375,13.097,24.747
4.637,-3.2629,6.6844
-5.5231,-8.8571,38.846
6.6527,-9.51,39.017
-1.2119,-10.816,25.591
1.8714,-11.006,39.152
-3.5011,7.5144,39.085
2.5146,13.728,10.861
10.533,-5.8693,36.143
-7.3493,-7.0586,0.63871
-6.3019,13.152,46.502
11.494,-4.1485,48.4
12.595,0.47417,7.3481
-2.1833,7.8272,19.857
3.344,6.5834,6.1305
-5.3685,13.487,44.157
-5.4516,13.46,29.782
5.1145,-2.7226,42.114
-9.359,0.49441,10.349
-4.3822,-9.6166,37.769
4.489,13.056,4.2612
5.0601,4.9147,8.5764
11.244,6.7341,39.089
-4.2713,-9.6795,4.6615
8.5515,10.379,49.929
12.479,2.7857,41.161
5.9119,3.36,17.279
-9.2076,-3.249,0.59556
-3.4519,-10.092,35.738
-9.4554,-0.35211,17.806
11.726,-3.6063,15.42
-3.354,-10.135,22.748
5.7844,3.6655,5.6738
-8.6352,11.973,15.655
6.8695,11.747,48.716
11.553,6.0682,41.619
-0.56418,-10.929,14.66
-8.1531,12.261,20.522
0.092715,-11.004,47.28
9.7298,9.0939,14.388
-8.781,-4.5851,21.181
10.273,8.3688,37.517
-4.8521,-9.3297,8.2441
-4.6436,13.698,49.888
-9.4567,-0.3711,38.604
-8.6774,2.7871,27.501
-3.7697,13.9,27.11
-6.6266,13.019,13.607
12.572,0.070772,49.017
0.24239,14.118,28.943
-3.1344,7.6249,35.1
3.8708,13.302,4.6429
0.91059,7.6822,23.172
4.4005,5.6937,10.15
-5.865,13.318,35.227
-9.232,1.1392,32.29
-8.0486,3.9554,18.119
10.103,8.6071,1.0568
10.692,-5.626,49.934
-3.9145,-9.8701,41.481
-4.2218,13.803,47.473
4.6566,5.4178,37.719
-5.9483,6.2332,29.944
5.376,-2.357,27.615
-4.5765,7.0772,5.7781
5.4784,-2.1957,5.5351
11.16,6.8982,12.258
10.652,7.7929,48.064
4.1175,5.9673,12.937
-9.2642,-3.0005,4.7068
12.217,-2.1017,0.99786
12.568,0.020478,24.602
12.069,-2.6277,9.198
6.202,-0.41731,25.973
6.0846,-0.8524,8.8287
-7.2674,12.727,32.726
4.8366,-3.0538,32.534
3.4466,-4.1623,42.122
12.601,1.336,43.293
-7.713,4.4447,18.933
-7.6917,4.4735,10.263
4.3987,-10.509,4.4281
-9.4748,-1.2119,26.764
-9.3807,-2.3476,47.962
-7.0415,5.2512,35.8
-8.7359,-4.6958,16.447
4.9215,-2.958,3.4938
12.128,4.4493,40.249
6.1271,-0.70889,25.746
5.0007,4.9949,16.907
-8.1991,-5.7945,17.439
6.0621,-0.92354,24.68
0.71206,-11.037,22.596
5.0259,-10.288,25.673
11.124,6.9682,43.983
6.3357,1.5559,48.044
4.0193,6.0555,21.918
9.8622,8.9264,35.502
0.12951,14.127,25.632
-8.108,-5.9518,4.7794
-6.1931,13.195,21.102
-6.0294,13.257,17.349
11.769,5.5354,40.227
2.9283,-4.4152,41.08
10.17,-6.3812,28.565
5.9895,-1.1344,35.586
2.2155,13.801,10.396
-9.5923,11.323,9.551
9.2395,-7.4773,9.3327
6.4093,-9.6469,38.76
6.2671,2.0825,30.296
2.101,-4.6844,11.717
8.6251,-8.0733,42.969
-8.1991,-5.7945,32.385
5.7871,-1.6215,14.368
-3.2588,13.992,23.899
5.1758,-10.229,22.416
-1.6616,14.157,25.079
8.6484,10.285,14.572
-3.145,14.009,48.84
11.698,-3.6748,15.162
6.0621,12.261,32.53
-2.3266,-10.524,33.452
-9.3946,0.25163,44.528
4.0303,6.0458,8.1276
3.4978,-10.756,29.678
3.5039,13.433,18.52
-6.5457,13.053,21.643
-9.3762,0.38255,11.742
-0.92011,14.172,1.0855
9.4514,-7.2504,31.509
-8.5417,-5.1343,34.627
2.4869,-4.5782,44.735
-6.6266,13.019,2.1376
-9.4218,-2.0202,8.6476
-9.1645,-3.4205,48.436
10.808,-5.4407,34.538
-2.796,-10.361,9.1283
6.4824,12.003,38.69
-8.7736,-4.6036,47.835
4.246,-10.556,5.7962
11.302,6.6163,30.046
1.9277,-4.7217,48.847
-4.0677,7.306,23.806
-1.8917,7.8657,33.826
11.961,4.9954,30.548
-5.7045,-8.715,19.283
11.181,-4.785,13.97
0.89546,7.686,45.784
12.429,-1.1013,15.098
-2.9169,-10.316,16.06
12.233,4.049,5.846
-9.0826,11.683,16.328
2.7038,13.677,37.506
4.1772,-3.6725,3.4748
1.4183,-4.7946,45.079
-2.9771,-10.292,48.884
2.958,-4.4025,9.7844
3.9069,-3.8741,22.651
-2.958,7.6715,42.23
10.595,7.8826,28.007
-8.6577,-4.8794,37.61
-9.4318,-0.068118,49.128
-5.4242,6.5987,34.241
-0.55437,7.9046,18.117
-3.0881,14.018,46.425
1.4895,-4.7877,19.083
-1.2608,7.9122,0.48666
-4.6374,7.0471,19.701
11.087,7.0381,28.771
-9.3648,0.45716,32.832
11.37,6.4742,5.3621
-7.2597,-7.1706,6.349
9.0259,9.9015,9.5664
0.55203,14.087,39.355
12.357,3.495,29.268
9.9596,8.7994,35.81
1.4082,-4.7955,22.399
-3.8192,-9.9181,29.356
-3.6753,7.4553,12.419
-9.3946,0.25163,26.126
11.771,-3.4917,42.863
-10.523,10.577,19.411
12.172,-2.27,1.9283
3.365,-10.785,14.776
-2.2897,14.113,46.456
-2.4583,7.7809,10.722
8.6602,-8.0415,31.345
11.753,-3.5376,23.476
-6.002,13.268,5.5377
1.9143,13.869,43.172
-2.3613,7.7983,17.394
6.8134,-9.4153,46.809
4.2651,-3.6011,35.755
11.972,-2.9344,27.558
9.8886,-6.7415,6.8237
7.0038,11.653,31.479
0.71296,7.7292,22.456
3.939,-10.645,42.822
12.602,0.67648,5.6076
-8.874,2.3111,40.924
-9.1983,-3.2872,35.944
-6.6805,12.995,26.339
1.4032,7.5406,45.848
-9.4636,-0.48517,46.75
3.5256,6.4538,46.684
2.079,7.2852,12.526
6.1642,2.5686,18.079
5.9673,12.317,23.013
9.9917,8.7569,42.018
3.7309,-3.9919,8.0478
-9.0387,1.8396,8.9725
-9.3404,0.6059,47.221
-1.2621,14.17,23.011
-3.4853,7.5196,27.519
-7.4257,12.649,25.033
7.3457,-9.0758,17.626
-0.86772,-10.881,13.011
-4.7273,-9.4092,26.566
0.62329,-11.034,40.105
-6.3337,-8.1681,31.481
6.1725,-0.53952,28.235
10.782,-5.4821,26.212
-5.4239,13.469,29.13
12.591,1.6157,42.715
10.053,-6.5344,6.9949
-9.3965,-2.2321,7.8787
10.718,-5.585,45.315
3.3189,13.494,16.113
12.175,4.2745,41.726
12.121,4.4743,4.4121
-2.7747,14.061,48.024
11.866,-3.2378,15.954
6.3285,0.34724,49.197
5.68,12.478,8.828
9.5259,9.3416,19.567
5.7892,-9.962,43.922
-7.3482,4.907,0.51468
4.8754,-10.345,0.081136
-8.0351,-6.0731,13.693
7.4617,-8.9962,11
-2.5931,-10.435,16.193
12.522,-0.45562,24.563
4.0007,13.253,36.751
7.4422,11.33,16.103
6.693,-9.4866,33.101
9.4191,-7.2857,34.631
4.9062,-2.9756,23.252
-2.8162,-10.354,1.6905
6.0385,12.275,11.45
-1.4618,14.165,12.396
0.42388,-11.026,15.739
9.2229,-7.4945,18.408
-9.4713,-0.65667,35.796
3.7947,6.2455,18.246
4.2896,-10.543,9.0695
6.249,-0.19494,3.6193
-9.4423,-0.18152,49.598
-4.2218,13.803,31.187
0.31332,-11.02,46.061
9.8278,-6.8159,21.321
-8.0872,3.8944,1.0569
-3.713,13.911,1.8595
4.8693,5.1645,42.794
0.38989,7.7943,36.851
12.198,-2.1739,44.905
1.8053,-4.7441,39.202
10.858,-5.3576,19.662
12.605,0.87913,20.676
12.427,3.1155,13.41
7.2029,11.51,39.6
-8.9254,2.1726,47.01
6.2238,-0.31885,46.064
-8.1531,12.261,8.4372
6.3685,-9.6691,42.235
2.5864,7.0421,1.7729
12.606,1.0567,5.0708
-9.3349,-2.6361,25.909
-8.6815,-4.8245,46.877
7.9077,10.956,32.683
10.789,7.5668,1.6629
11.124,-4.8926,41.82
5.6093,4.0284,48.265
3.0312,6.788,2.5734
-0.205,7.8773,45.433
-6.3789,-8.1252,38.782
-1.633,14.158,32.622
4.6666,12.979,27.534
10.465,-5.9694,47.524
10.795,-5.4614,46.448
-4.161,7.267,5.65
-3.0171,-10.276,0.34299
1.8594,13.88,35.134
2.3517,13.769,5.9947
-0.45878,7.8987,46.659
11.564,-3.9918,26.398
10.227,-6.3038,39.206
-1.5315,-10.745,10.419
-4.7809,-9.3753,20.281
-0.63561,14.168,23.474
8.8515,-7.8637,47.319
8.8203,10.114,43.31
6.693,-9.4866,33.772
11.919,5.1187,17.879
-4.0092,-9.8212,32.688
-1.7757,14.151,8.0631
5.558,-10.068,1.6316
11.969,4.9707,40.675
2.2737,-10.967,24.992
12.135,4.4244,0.9729
0.77647,14.061,24.728
5.3029,-2.4654,47.263
6.6326,-9.5216,43.814
-4.8521,-9.3297,49.602
1.8868,13.874,1.1342
12.601,1.336,22.205
-0.28052,-10.966,22.554
-9.402,0.19538,34.837
-0.040059,14.14,5.5548
9.154,9.764,33.976
-7.9601,4.0914,37.716
6.2601,2.122,3.5661
4.0927,-10.601,28.636
8.8515,-7.8637,13.756
11.279,6.6635,7.5664
-7.5476,-6.7984,43.206
9.9111,8.863,37.191
-6.8428,-7.6529,24.289
0.32786,7.8051,25.526
-6.4375,13.097,24.411
3.1074,6.7402,45.985
8.4732,10.453,30.571
4.4635,13.067,7.4167
4.7816,-3.1136,37.435
12.367,3.4445,14.664
-3.5145,13.948,1.019
-5.4058,-8.9455,37.237
3.8447,13.312,0.79991
1.8044,-11.011,45.314
10.782,-5.4821,0.64114
2.9671,6.8271,7.9864
-6.4478,5.826,28.783
-8.3064,-5.6004,44.697
1.4895,-4.7877,23.67
-8.3318,12.157,48.661
6.2272,2.293,11.898
2.0726,-10.988,16.342
6.693,-9.4866,46.169
-6.1386,13.216,40.438
10.538,7.972,8.9757
12.604,1.2344,25.058
0.95658,-11.041,38.98
-7.4505,4.7837,44.457
3.5991,-4.0738,0.20509
-9.1392,-3.5156,12.57
3.8731,-10.662,11.97
3.0056,6.8037,1.1214
-1.3415,7.909,41.868
-6.2882,-8.2107,19.089
-8.2776,-5.6535,2.7343
1.1118,14.014,0.011422
-7.0755,-7.3913,6.8782
3.2141,-4.2844,1.1437
-8.7998,2.4998,24.901
10.284,-6.226,2.6724
2.5193,-10.936,4.9052
12.009,4.847,44.268
2.6265,7.0208,27.044
8.4833,-8.1992,43.537
1.056,14.022,40.546
2.3517,13.769,28.395
4.9745,-2.8959,4.9802
5.9371,-1.2728,25.543
11.48,6.236,12.011
2.2155,13.801,28.384
-2.2326,14.119,25.977
12.182,4.2494,17.062
10.341,-6.1476,5.3941
-0.84611,-10.885,1.6726
12.448,2.9887,36.069
4.5306,5.5572,34.334
1.3898,13.969,4.35
-9.1235,-3.5725,30.259
-5.6962,6.4163,44.073
-9.3316,-2.6553,22.434
9.8886,-6.7415,28.852
-4.9756,-9.2485,5.0688
6.2625,2.1088,48.051
-8.5245,-5.1705,28.175
-7.0777,5.2125,15.562
-1.9471,14.141,13.821
12.371,-1.421,45.412
11.797,5.4622,44.388
-3.8486,7.3921,16.703
4.6183,5.461,48.832
3.8176,6.2269,2.0355
-2.0988,-10.594,33.809
-8.1274,12.275,25.37
-8.6089,-4.989,33.133
11.313,6.5927,23.437
-2.2026,-10.563,1.6387
-2.5931,-10.435,18.45
7.8234,-8.7346,9.0277
6.2076,2.385,48.359
6.0653,2.921,48.061
12.464,2.8872,17.589
6.0919,-0.82859,29.988
-4.0092,-9.8212,48.049
11.741,5.6085,6.5934
-6.5262,5.7561,15.007
-2.7462,14.064,6.6392
5.2962,-2.4751,4.8732
-4.5033,13.735,30.881
7.365,-9.0627,36.623
4.3699,5.7247,1.8987
5.1915,12.732,44.16
2.43,-10.948,43.612
1.3442,7.5594,39.066
-5.8824,-8.5693,41.513
-9.2642,-3.0005,45.246
5.9069,3.3728,7.0195
-8.6089,-4.989,32.69
-4.7557,13.668,47.801
6.0391,-9.8407,4.6902
12.385,-1.3474,14.046
12.596,0.49944,22.929
-0.98688,7.9167,22.895
12.589,0.34792,1.2923
2.6382,-4.5274,37.158
-7.8054,-6.4319,1.0697
